,Gaia ID,MAIN_ID,Distance,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,Diameter_diameter,Diameter_Q,Diameter_unit,Diameter_error,Diameter_filter,Diameter_method,Diameter_bibcode,Fe_H_Teff,Fe_H_log_g,Fe_H_Fe_H,Fe_H_flag,Fe_H_CompStar,Fe_H_CatNo,Fe_H_bibcode,FLUX_U,FLUX_BIBCODE_U,FLUX_ERROR_U,FLUX_SYSTEM_U,FLUX_UNIT_U,FLUX_B,FLUX_BIBCODE_B,FLUX_ERROR_B,FLUX_SYSTEM_B,FLUX_UNIT_B,FLUX_V,FLUX_BIBCODE_V,FLUX_ERROR_V,FLUX_SYSTEM_V,FLUX_UNIT_V,FLUX_J,FLUX_BIBCODE_J,FLUX_ERROR_J,FLUX_SYSTEM_J,FLUX_UNIT_J,FLUX_H,FLUX_BIBCODE_H,FLUX_ERROR_H,FLUX_SYSTEM_H,FLUX_UNIT_H,FLUX_K,FLUX_BIBCODE_K,FLUX_ERROR_K,FLUX_SYSTEM_K,FLUX_UNIT_K,IDS,MEMBERSHIP,OTYPE,OTYPE_opt,PLX_VALUE,PLX_BIBCODE,ROT_upVsini,ROT_Vsini,ROT_err,ROT_mes,ROT_qual,ROT_bibcode,RV_VALUE,SP_TYPE,SP_QUAL,SP_BIBCODE,SCRIPT_NUMBER_ID,sci_targname
963,TIC321102379,FBS 0706+407,241.1091019,07 10 11.1278,+40 36 21.806,14,14,0.036400001,0.036400001,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,13.86900043,2012yCat.1322....0Z,0.090000004,Vega,B,14.15200043,2012yCat.1322....0Z,0.059999999,Vega,V,14.85099983,2003yCat.2246....0C,0.048,Vega,J,14.99300003,2003yCat.2246....0C,0.075000003,Vega,H,15.07499981,2003yCat.2246....0C,0.096000001,Vega,K,2MASS J07101113+4036219|FBS 0706+407|FBS B   41|GALEX J071011.1+403621|SDSS J071011.10+403621.5|TIC 321102379|WISE J071011.10+403621.5|Gaia DR3 947711441834515072|Gaia DR2 947711441834515072,[],HotSubdwarf,HS*,4.1475,2020yCat.1350....0G,,,,0,,,,sdB,D,2008AJ....136..946M,1,TIC321102379
450,HD205805,HD 205805,243.0901621,21 39 10.6154,-46 05 51.525,14,14,0.0383,0.033500001,90,A,O,2020yCat.1350....0G,,,,,,,,25000,5,,,,,2018A&A...615A.115K,9.050000191,2015MNRAS.453.1879K,,Vega,U,9.979999542,2015MNRAS.453.1879K,,Vega,B,10.21000004,2015MNRAS.453.1879K,,Vega,V,10.69299984,2003yCat.2246....0C,0.023,Vega,J,10.87800026,2003yCat.2246....0C,0.023,Vega,H,10.93400002,2003yCat.2246....0C,0.018999999,Vega,K,HD 205805|CD-46 14026|CPC  0 19489|CPD-46 10262|EC 21359-4619|FB 178|GEN# +1.00205805|GSC 08424-01008|HE 2135-4619|HIC 106917|HIP 106917|2MASS J21391060-4605515|PPM 327414|SAO 230769|TD1 28298|TIC 147283842|TYC 8424-1008-1|uvby98 100205805|Gaia DR2 6563704506492363392|Gaia DR3 6563704506492363392,[],HotSubdwarf,HS*,4.1137,2020yCat.1350....0G,,,,0,,,-57,sdB,D,1968ApJ...152..443S,1,HD205805
532,HD43819,V* V1155 Ori,246.0508833,06 19 01.8426,+17 19 30.943,14,14,0.150399998,0.145999998,90,A,O,2020yCat.1350....0G,,,,,,,,7789,4.625699997,,,,,2020AJ....160..120J,5.949999809,2002yCat.2237....0D,,Vega,U,6.25,2002yCat.2237....0D,,Vega,B,6.320000172,2002yCat.2237....0D,,Vega,V,6.368999958,2003yCat.2246....0C,0.034000002,Vega,J,6.414999962,2003yCat.2246....0C,0.017999999,Vega,H,6.414999962,2003yCat.2246....0C,0.016000001,Vega,K,HD  43819|AG+17  603|ALS 16561|AP J06190185+1719308|BD+17  1203|CEL   1167|GC  8101|GCRV  4002|GEN# +1.00043819|GSC 01319-02252|HIC  30019|HIP 30019|HR  2258|2MASS J06190185+1719308|PMC 90-93  5891|PPM 122270|Renson 11620|ROT  1016|SAO  95519|SKY# 10714|TD1  6681|TIC 438015731|TYC 1319-2252-1|UBV    6335|UBV M  11960|uvby98 100043819|V* V1155 Ori|WEB  5960|YZ  17  2061|[SC93] 140|Gaia DR2 3370089352015592192|Gaia DR3 3370089352015592192,[],alf2CVnV*,a2*,4.0642,2020yCat.1350....0G,,87.33699799,,0,,2020AJ....160..120J,-13.1667,B9IIIpSi(Cr),C,1972AJ.....77..750C,1,HD43819
559,HD62714,V* V456 Car,250.1250625,07 42 23.7791,-56 08 45.656,14,14,0.028899999,0.032099999,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,7.170000076,2000A&A...355L..27H,0.01,Vega,B,7.25,2000A&A...355L..27H,0.01,Vega,V,7.327000141,2003yCat.2246....0C,0.021,Vega,J,7.436999798,2003yCat.2246....0C,0.050999999,Vega,H,7.406000137,2003yCat.2246....0C,0.02,Vega,K,HD  62714|CD-55  1915|CPC 19  2692|CPD-55  1319|GC 10399|GSC 08556-01314|HIC  37549|HIP 37549|2MASS J07422377-5608455|PPM 336300|Renson 17270|SAO 235432|SKY# 14225|TD1 10914|TIC 340456308|TYC 8556-1314-1|V* V456 Car|Gaia DR2 5487758058599409920|Gaia DR3 5487758058599409920,[],RotV*,Ro*,3.998,2020yCat.1350....0G,,,,0,,,-7.2,B7V(p),C,1975MSS...C01....0H,1,HD62714
486,HD23478,HD  23478,251.692633,03 46 40.8712,+32 17 24.675,14,14,0.057399999,0.039700001,90,A,O,2020yCat.1350....0G,,,,,,,,2461,5.402999878,,,,,2019AJ....157..196K,6.170000076,2003AJ....125.2531R,,Vega,U,6.708000183,2000A&A...355L..27H,0.015,Vega,B,6.671000004,2000A&A...355L..27H,0.01,Vega,V,6.478000164,2003yCat.2246....0C,0.024,Vega,J,6.486000061,2003yCat.2246....0C,0.017999999,Vega,H,6.456999779,2003yCat.2246....0C,0.021,Vega,K,HD  23478|AG+32  356|AGASC 309336160|AKARI-IRC-V1 J0346408+321724|ALS 14589|AP J03464087+3217247|BD+31   649|GC  4516|GCRV  2112|GEN# +1.00023478|GSC 02360-00780|HGAM    268|HIC  17631|Hilt  398|HIP 17631|IRAS F03435+3208|2MASS J03464087+3217247|PPM  68765|ROT   559|SAO  56695|SKY#  5745|SSTc2d J034640.9+321725|TD1  2499|TIC 26432264|TYC 2360-780-1|UBV    3606|UBV M   9687|UCAC3 245-24442|uvby98 100023478|WEB  3361|WISE J034640.87+321724.6|[C93] 109|[KSP2003] G160.7638-17.4174|[KSP2003] J034640.92+321724.0|Gaia DR2 216660488536984448|Gaia DR3 216660488536984448|Gaia DR1 216660484240471424,[],Be*,Be*,3.9731,2020yCat.1350....0G,,122.0999985,3.845999956,16,,2019AJ....157..196K,826.557983,B3IV,C,1956ApJS....2..389H,1,HD23478
1068,WX-CET,V* WX Cet,254.0456774,01 17 04.1794,-17 56 22.414,14,14,0.096900001,0.089199997,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SV* BV   416|NOVA Cet 1963|V* WX Cet|AAVSO 0111-18|Gaia DR3 2355217815809560192|Gaia DR2 2355217815809560192,[],CataclyV*,CV*,3.9363,2020yCat.1350....0G,,,,0,,,,,,,1,WX-CET
540,HD48329,* eps Gem,259.0673575,06 43 55.9262,+25 07 52.051,11,11,0.170000002,0.090000004,90,A,O,2007A&A...474..653V,181000000,,km,,,Interfer,2018AJ....155...30B,4510,0.920000017,0.119999997,,SUN,,2020MNRAS.494.1724J,5.849999905,2002yCat.2237....0D,,Vega,U,4.389999866,2002yCat.2237....0D,,Vega,B,2.980000019,2002yCat.2237....0D,,Vega,V,0.920000017,2002yCat.2237....0D,,Vega,J,0.400000006,2002yCat.2237....0D,,Vega,H,0.170000002,2002yCat.2237....0D,,Vega,K,* eps Gem|*  27 Gem|ADS  5381 A|AG+25  749|BD+25  1406|CCDM J06440+2508A|CSV 100759|FK5  254|GC  8786|GCRV  4372|GEN# +1.00048329A|GSC 01897-01639|HD  48329|HIC  32246|HIP 32246|HR  2473|IDS 06378+2514 A|IRAS 06408+2510|IRC +30164|JP11  1421|2MASS J06435593+2507520|N30 1460|NAME Mebsuta|NSV  3183|PLX 1567|PMC 90-93   183|PPM  96453|RAFGL 1001|ROT  1080|SAO  78682|SKY# 11813|SRS  30254|SV* ZI   569|TD1  7891|TIC 332057570|TYC 1897-1639-1|UBV    6652|UBV M  12365|UBV M  12373|uvby98 100048329 A|WDS J06439+2508A|WEB  6500|XZ   9694|YZ  25  3460|[HFE83]  462|AAVSO 0637+25|Gaia DR2 3384529341302241536,[],Variable*,V*,3.86,2007A&A...474..653V,<,17,,0,D,1970CoKwa.189....0U,7.77,G8Ib,B,1989ApJS...71..245K,1,HD48329
500,HD30122,HD  30122,259.6458431,04 45 42.4670,+23 37 40.775,14,14,0.029200001,0.0125,90,A,O,2020yCat.1350....0G,,,,,,,,16281,,,,,,2005A&A...444..941P,,,,,,6.386000156,2000A&A...355L..27H,0.015,Vega,B,6.328999996,2000A&A...355L..27H,0.01,Vega,V,6.074999809,2003yCat.2246....0C,0.017999999,Vega,J,6.105999947,2003yCat.2246....0C,0.021,Vega,H,6.098999977,2003yCat.2246....0C,0.017999999,Vega,K,HD  30122|AG+23  431|ALS 16553|BD+23   739|GC  5791|GCRV 55386|GEN# +1.00030122|GSC 01831-01974|HIC  22128|HIP 22128|HR  1512|2MASS J04454245+2337407|PPM  93742|SAO  76737|SKY#  7386|TD1  3515|TIC 18448048|TYC 1831-1974-1|UBV    4552|UBV M  10305|uvby98 100030122|WEB  4252|YZ  23  1513|Gaia DR2 146953066243274240|Gaia DR3 146953066243274240|Gaia DR1 146953061948009344,[],Star,*,3.8514,2020yCat.1350....0G,,15,,0,,2017A&A...597A..22S,23.2,B,E,1954ArA.....1..425A,1,HD30122
372,HD144965,HD 144965,259.7470064,16 10 10.5557,-40 07 43.767,14,14,0.0261,0.0166,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,6.710000038,1982IAUS...98..261J,,Vega,U,7.205999851,2000A&A...355L..27H,0.015,Vega,B,7.113999844,2000A&A...355L..27H,0.01,Vega,V,6.494999886,2003yCat.2246....0C,0.02,Vega,J,6.413000107,2003yCat.2246....0C,0.039999999,Vega,H,6.242000103,2003yCat.2246....0C,0.023,Vega,K,HD 144965|** DAW  145AB|** I 1082AB|CCDM J16102-4008AB|CD-39 10338|CPC 18  8015|CPD-39  6898|CSI-39 10338 21|GC 21727|GEN# +1.00144965|GSC 07856-00121|Hen 3-1149|HIC  79230|HIP 79230|IDS 16034-3952 AB|2MASS J16101054-4007437|PPM 321442|SAO 207407|SKY# 29194|Sz 120|TD1 18901|THA 15-39|TIC 382795601|TYC 7856-121-1|UBV M  21190|WDS J16102-4008AB|WRAY 15-1425|[JE82]  803|[KWS97] Lupus 3 62|[SC95] ZET  17|[SC96] Mis   17|Gaia DR2 5996790504435700736|Gaia DR3 5996790504435700736,[],Be*,Be*,3.8499,2020yCat.1350....0G,,,,0,,,,B3Vne,C,1982MSS...C03....0H,1,HD144965
986,TY-PSC,V* TY Psc,260.2269179,01 25 39.3569,+32 23 08.895,14,14,0.055100001,0.048900001,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,13.22599983,2003yCat.2246....0C,0.021,Vega,J,13.14500046,2003yCat.2246....0C,0.023,Vega,H,13.10000038,2003yCat.2246....0C,0.027000001,Vega,K,SV* SON 10900|LAMOST J012539.36+322308.5|2MASS J01253935+3223090|SDSS J012539.35+322308.6|SDSS J012539.35+322308.7|TIC 80532925|V* TY Psc|2XMM J012539.3+322308|ZTF18abuocqk|AAVSO 0120+31|Gaia DR3 316447594027782912|Gaia DR2 316447594027782912,[],CataclyV*,CV*,3.8428,2020yCat.1350....0G,,,,0,,,,,,,1,TY-PSC
504,HD31910,* bet Cam,267.3796791,05 03 25.0896,+60 26 32.089,11,11,0.129999995,0.119999997,90,A,O,2007A&A...474..653V,,,,,,,,5336,1.832000017,-0.011,,SUN,,2019ApJ...879...69T,5.570000172,2002yCat.2237....0D,,Vega,U,4.949999809,2002yCat.2237....0D,,Vega,B,4.019999981,2002yCat.2237....0D,,Vega,V,2.609999895,2002yCat.2237....0D,,Vega,J,2.329999924,2003yCat.2246....0C,0.189999998,Vega,H,2.099999905,2002yCat.2237....0D,,Vega,K,* bet Cam|*  10 Cam|ADS  3615 A|AG+60  463|AKARI-IRC-V1 J0503250+602632|AP J05032511+6026322|BD+60   856|CCDM J05034+6026A|CSI+60   856  1|2E  1204|2E 0458.9+6022|FK5  182|GC  6136|GCRV  2975|GEN# +1.00031910|GSC 04079-02478|HD  31910|HIC  23522|HIP 23522|HR  1603|IDS 04545+6018 A|IRAS 04589+6022|IRC +60151|JP11   957|2MASS J05032511+6026322|N30 1069|PLX 1118|PLX 1118.00|PMC 90-93   130|PPM  15120|ROT   703|1RXS J050324.6+602642|SAO  13351|SKY#  7919|TIC 416233532|TYC 4079-2478-1|UBV    4803|UBV M  10523|uvby98 100031910|WDS J05034+6027A|WEB  4582|[HFE83]  346|Gaia DR2 285049252791514496,[],Star,*,3.74,2007A&A...474..653V,,14.39099979,,0,,2020AJ....160..120J,-1.37272,G1Ib,C,1989ApJS...71..245K,1,HD31910
798,NOVA-CEN-2013,V* V1369 Cen,267.5227394,13 54 45.3506,-59 09 04.093,14,14,0.436800003,0.578199983,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,15.5,2003AJ....125..984M,,Vega,B,,,,,,14.36999989,2003yCat.2246....0C,0.029999999,Vega,J,14.38000011,2003yCat.2246....0C,0.039999999,Vega,H,14.13000011,2003yCat.2246....0C,0.059999999,Vega,K,NOVA Cen 2013|4FGL J1353.3-5910|2MASS J13544534-5909040|PNV J13544700-5909080|TIC 208504429|UCAC4 155-128029|USNO-B1.0 0308-00442031|V* V1369 Cen|Gaia DR2 5870613848610810880|Gaia DR3 5870613848610810880,[],Nova,No*,3.738,2020yCat.1350....0G,,,,0,,,,,,,1,NOVA-CEN-2013
197,FEIGE110,Feige 110,270.8485686,23 19 58.3996,-05 09 56.171,14,14,0.049699999,0.0407,90,A,O,2020yCat.1350....0G,,,,,,,,37026,3.480000019,-0.059999999,,SUN,,2019A&A...627A.138A,10.35999966,2007AJ....133..768L,,Vega,U,11.44999981,2000A&A...355L..27H,0.090000004,Vega,B,11.5,2000A&A...355L..27H,0.140000001,Vega,V,12.54800034,2003yCat.2246....0C,0.026000001,Vega,J,12.66300011,2003yCat.2246....0C,0.027000001,Vega,H,12.79599953,2003yCat.2246....0C,0.034000002,Vega,K,HIP 115195|AC -05  1339-58|CSI-05-23174|EGGR 158|FB 186|Feige 110|GEN# +6.10160464|GJ 894.3|GSC 05249-01109|HIC 115195|2MASS J23195840-0509561|NSV 14503|PHL   464|PLX 5643.01|TIC 301173823|TYC 5249-1109-1|UBV   19990|uvby98 610160464|[VKN2011] J231958.4-050956|Gaia DR2 2633603478379307904|Gaia DR3 2633603478379307904,[],HotSubdwarf,HS*,3.6921,2020yCat.1350....0G,,,,0,,,,sdO8VIIIHe5,B,2013A&A...551A..31D,1,FEIGE110
812,PG0909+276,PG 0909+276,279.2360103,09 12 51.6607,+27 20 31.396,14,14,0.047400001,0.035399999,90,A,O,2020yCat.1350....0G,,,,,,,,37080,5.900000095,,,,,2021ApJS..256...28L,,,,,,11.92000008,2000A&A...355L..27H,0.100000001,Vega,B,12.10000038,2000A&A...355L..27H,0.189999998,Vega,V,12.85999966,2003yCat.2246....0C,0.021,Vega,J,12.96199989,2003yCat.2246....0C,0.021,Vega,H,13.14000034,2003yCat.2246....0C,0.029999999,Vega,K,TYC 1954-398-1|GALEX J091251.8+272031|GSC 01954-00398|LAMOST J091251.66+272031.4|2MASS J09125166+2720314|PG 0909+276|TIC 117507370|UCAC2  41367052|UCAC3 235-98168|[TFW97] J091251.66+272031.42|Gaia DR3 695059062934110592|Gaia DR2 695059062934110592,[],HotSubdwarf,HS*,3.5812,2020yCat.1350....0G,,,,0,,,-14.5,sdB0.5VIIHe19,B,2013A&A...551A..31D,1,PG0909+276
987,TYC-1954-398-1,PG 0909+276,279.2360103,09 12 51.6607,+27 20 31.396,14,14,0.047400001,0.035399999,90,A,O,2020yCat.1350....0G,,,,,,,,37080,5.900000095,,,,,2021ApJS..256...28L,,,,,,11.92000008,2000A&A...355L..27H,0.100000001,Vega,B,12.10000038,2000A&A...355L..27H,0.189999998,Vega,V,12.85999966,2003yCat.2246....0C,0.021,Vega,J,12.96199989,2003yCat.2246....0C,0.021,Vega,H,13.14000034,2003yCat.2246....0C,0.029999999,Vega,K,TYC 1954-398-1|GALEX J091251.8+272031|GSC 01954-00398|LAMOST J091251.66+272031.4|2MASS J09125166+2720314|PG 0909+276|TIC 117507370|UCAC2  41367052|UCAC3 235-98168|[TFW97] J091251.66+272031.42|Gaia DR3 695059062934110592|Gaia DR2 695059062934110592,[],HotSubdwarf,HS*,3.5812,2020yCat.1350....0G,,,,0,,,-14.5,sdB0.5VIIHe19,B,2013A&A...551A..31D,1,TYC-1954-398-1
7,#NAME?,* iot Ara,280.7963384,17 23 16.0762,-47 28 05.505,14,14,0.073700003,0.061099999,90,A,O,2020yCat.1350....0G,,,,,,,,22000,3.900000095,,,,,2018MNRAS.474.5287A,4.320000172,2002yCat.2237....0D,,Vega,U,5.139999866,2002yCat.2237....0D,,Vega,B,5.25,2002yCat.2237....0D,,Vega,V,5.329999924,2002yCat.2237....0D,,Vega,J,5.309000015,2003yCat.2246....0C,0.030999999,Vega,H,5.126999855,2003yCat.2246....0C,0.024,Vega,K,* iot Ara|ALS 15045|CCDM J17233-4728A|CD-47 11484|CD-47 11484A|CEL   4507|CPC  0 16087|CPD-47  8245|CSI-47 11484 21|CSV   7638|EM* MWC  258|FK5 3379|GC 23470|GCRV 10028|GEN# +1.00157042A|GSC 08345-04829|HD 157042|Hen 3-1391|HIC  85079|HIP 85079|HR  6451|IDS 17158-4722 A|IRAS 17194-4725|JP11  2845|2MASS J17231607-4728055|N30 3871|NSV  8566|PPM 322888|ROT  2435|SACS 376|SAO 227886|SKY# 31372|TD1 20292|TIC 217667184|TYC 8345-4829-1|UBV M  22124|UBV   14785|V* iot Ara|WDS J17233-4728A|WEB 14363|[B10]  4398|[CS62] E7  83|[JE82]  892|[SC95] ZET 385|[SC96] Mis  413|Gaia DR2 5950328750846409856|Gaia DR3 5950328750846409856,[],Be*,Be*,3.5613,2020yCat.1350....0G,,280,6,0,,2018MNRAS.474.5287A,-19,B1V,C,2018MNRAS.474.5287A,1,#NAME?
396,HD157042,* iot Ara,280.7963384,17 23 16.0762,-47 28 05.505,14,14,0.073700003,0.061099999,90,A,O,2020yCat.1350....0G,,,,,,,,22000,3.900000095,,,,,2018MNRAS.474.5287A,4.320000172,2002yCat.2237....0D,,Vega,U,5.139999866,2002yCat.2237....0D,,Vega,B,5.25,2002yCat.2237....0D,,Vega,V,5.329999924,2002yCat.2237....0D,,Vega,J,5.309000015,2003yCat.2246....0C,0.030999999,Vega,H,5.126999855,2003yCat.2246....0C,0.024,Vega,K,* iot Ara|ALS 15045|CCDM J17233-4728A|CD-47 11484|CD-47 11484A|CEL   4507|CPC  0 16087|CPD-47  8245|CSI-47 11484 21|CSV   7638|EM* MWC  258|FK5 3379|GC 23470|GCRV 10028|GEN# +1.00157042A|GSC 08345-04829|HD 157042|Hen 3-1391|HIC  85079|HIP 85079|HR  6451|IDS 17158-4722 A|IRAS 17194-4725|JP11  2845|2MASS J17231607-4728055|N30 3871|NSV  8566|PPM 322888|ROT  2435|SACS 376|SAO 227886|SKY# 31372|TD1 20292|TIC 217667184|TYC 8345-4829-1|UBV M  22124|UBV   14785|V* iot Ara|WDS J17233-4728A|WEB 14363|[B10]  4398|[CS62] E7  83|[JE82]  892|[SC95] ZET 385|[SC96] Mis  413|Gaia DR2 5950328750846409856|Gaia DR3 5950328750846409856,[],Be*,Be*,3.5613,2020yCat.1350....0G,,280,6,0,,2018MNRAS.474.5287A,-19,B1V,C,2018MNRAS.474.5287A,1,HD157042
184,EF-PEG,V* EF Peg,288.8170055,21 15 04.1043,+14 03 49.389,14,14,0.194499999,0.126599997,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.15400028,2003yCat.2246....0C,0.26699999,Vega,H,,,,,,SV* P  5556|AN  143.1935|2MASS J21150412+1403492|TIC 316083761|V* EF Peg|AAVSO 2110+13|Gaia DR3 1759321791033449472|Gaia DR2 1759321791032618624,[],CataclyV*,CV*,3.4624,2020yCat.1350....0G,,,,0,,,,,,,1,EF-PEG
202,GD561,GD 561,290.1915264,23 45 02.2994,+80 56 59.720,14,14,0.0283,0.026900001,90,A,O,2020yCat.1350....0G,,,,,,,,74160,7.159999847,,,,,2011ApJ...743..138G,,,,,,14.31999969,2012yCat.1322....0Z,0.02,Vega,B,14.59000015,2012yCat.1322....0Z,0.01,Vega,V,15.23999977,2003yCat.2246....0C,0.050000001,Vega,J,15.53999996,2003yCat.2246....0C,0.140000001,Vega,H,15.43999958,2003yCat.2246....0C,0.219999999,Vega,K,GD 561|EGGR 304|GALEX J234502.9+805659|GSC 04614-01431|2MASS J23450226+8056596|TIC 388505118|UCAC4 855-015558|WD 2342+80|WD 2342+806|Gaia DR2 2286296686066976896|Gaia DR3 2286296686066976896,[],WhiteDwarf,WD*,3.446,2020yCat.1350....0G,,,,0,,,,DAO.7,C,2011ApJ...743..138G,1,GD561
447,HD203532,HD 203532,290.6807744,21 33 54.5744,-82 40 59.106,14,14,0.020199999,0.0185,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,6.150000095,2002yCat.2237....0D,,Vega,U,6.510000229,2002yCat.2237....0D,,Vega,B,6.380000114,2002yCat.2237....0D,,Vega,V,6.065999985,2003yCat.2246....0C,0.026000001,Vega,J,6.061999798,2003yCat.2246....0C,0.037999999,Vega,H,6.028999805,2003yCat.2246....0C,0.02,Vega,K,HD 203532|ALS 15067|CD-83   271|CPC 22  2678|CPD-83   716|FK5 3995|GC 30062|GCRV 23234|GEN# +1.00203532|GSC 09524-02074|HIC 106474|HIP 106474|HR  8176|2MASS J21335457-8240591|PPM 378600|SAO 258902|SKY# 41117|TD1 28006|TIC 404376186|TYC 9524-2074-1|UBV   18443|UBV M  25647|uvby98 100203532|Gaia DR2 6348011489405515776|Gaia DR3 6348011489405515776,[],Star,*,3.4402,2020yCat.1350....0G,,,,0,,,-2.8,B3.5V,C,2020A&A...641A..35S,1,HD203532
377,HD147683,V* V760 Sco,293.4875121,16 24 43.7182,-34 53 37.529,14,14,0.031399999,0.019400001,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,7.159999847,,,Vega,B,7.050000191,,,Vega,V,6.571000099,2003yCat.2246....0C,0.024,Vega,J,6.543000221,2003yCat.2246....0C,0.052999999,Vega,H,6.545000076,2003yCat.2246....0C,0.023,Vega,K,HD 147683|CD-34 10981|CPC 17  8553|CPD-34  6506|GC 22050|GEN# +1.00147683|GSC 07352-01162|Hbg 1131|HIC  80405|HIP 80405|2MASS J16244372-3453375|PPM 295026|SAO 207641|SBC9 899|SKY# 29588|SV* BV   577|TD1 19125|TIC 210944510|TYC 7352-1162-1|uvby98 100147683|V* V760 Sco|WEB 13602|[SC95] ZET  36|[SC96] Mis   36|[WOF80] 1917|Gaia DR2 6022357104710630144|Gaia DR3 6022357104710630144,[],EclBin,EB*,3.4073,2020yCat.1350....0G,,,,0,,,0.5,B4V,C,1982MSS...C03....0H,1,HD147683
238,HD-152478,HD 152478,302.2152377,16 56 08.8420,-50 40 29.242,14,14,0.036200002,0.026699999,90,A,O,2020yCat.1350....0G,,,,,,,,19800,3.75,,,,,2006MNRAS.371..252L,5.639999866,2002yCat.2237....0D,,Vega,U,6.309999943,2002yCat.2237....0D,,Vega,B,6.329999924,2002yCat.2237....0D,,Vega,V,6.065000057,2003yCat.2246....0C,0.026000001,Vega,J,5.980000019,2003yCat.2246....0C,0.029999999,Vega,H,5.801000118,2003yCat.2246....0C,0.026000001,Vega,K,HD 152478|AGASC 1093037872|CD-50 10905|CPC  0 15549|CPD-50  9756|GC 22790|GCRV  9738|GEN# +1.00152478|GSC 08339-03558|Hen 3-1282|HIC  82868|HIP 82868|HR  6274|IRAS 16522-5035|2MASS J16560884-5040291|N30 3778|NSV  8047|PPM 345531|SAO 244280|SKY# 30518|TD1 19676|TIC 347665026|TYC 8339-3558-1|UBV   14313|UBV M  21768|UCAC3 79-315817|uvby98 100152478|V* V846 Ara|WEB 14006|[B10]  4296|[JE82]  855|[SC95] ZET 203|[SC96] Mis  203|AAVSO 1648-50|Gaia DR3 5936759471698278272|Gaia DR2 5936759471698278272,[],Be*,Be*,3.3089,2020yCat.1350....0G,,,,0,,,19,B3Vnpe,C,2006MNRAS.371..252L,1,HD-152478
391,HD152478,HD 152478,302.2152377,16 56 08.8420,-50 40 29.242,14,14,0.036200002,0.026699999,90,A,O,2020yCat.1350....0G,,,,,,,,19800,3.75,,,,,2006MNRAS.371..252L,5.639999866,2002yCat.2237....0D,,Vega,U,6.309999943,2002yCat.2237....0D,,Vega,B,6.329999924,2002yCat.2237....0D,,Vega,V,6.065000057,2003yCat.2246....0C,0.026000001,Vega,J,5.980000019,2003yCat.2246....0C,0.029999999,Vega,H,5.801000118,2003yCat.2246....0C,0.026000001,Vega,K,HD 152478|AGASC 1093037872|CD-50 10905|CPC  0 15549|CPD-50  9756|GC 22790|GCRV  9738|GEN# +1.00152478|GSC 08339-03558|Hen 3-1282|HIC  82868|HIP 82868|HR  6274|IRAS 16522-5035|2MASS J16560884-5040291|N30 3778|NSV  8047|PPM 345531|SAO 244280|SKY# 30518|TD1 19676|TIC 347665026|TYC 8339-3558-1|UBV   14313|UBV M  21768|UCAC3 79-315817|uvby98 100152478|V* V846 Ara|WEB 14006|[B10]  4296|[JE82]  855|[SC95] ZET 203|[SC96] Mis  203|AAVSO 1648-50|Gaia DR3 5936759471698278272|Gaia DR2 5936759471698278272,[],Be*,Be*,3.3089,2020yCat.1350....0G,,,,0,,,19,B3Vnpe,C,2006MNRAS.371..252L,1,HD152478
420,HD182308,HD 182308,308.0524921,19 19 46.1395,+64 23 26.907,14,14,0.035100002,0.034899998,90,A,O,2020yCat.1350....0G,,,,,,,,13650,3.549999952,0.349999994,,SUN,,1993A&A...274..335S,,,,,,6.413000107,2000A&A...355L..27H,0.014,Vega,B,6.504000187,2000A&A...355L..27H,0.01,Vega,V,6.646999836,2003yCat.2246....0C,0.021,Vega,J,6.738999844,2003yCat.2246....0C,0.030999999,Vega,H,6.750999928,2003yCat.2246....0C,0.017999999,Vega,K,HD 182308|** BUP  188A|AG+64  916|BD+64  1344|CCDM J19198+6423A|CSI+64  1344  1|GC 26709|GCRV 69375|GEN# +1.00182308|GSC 04225-02352|HIC  94993|HIP 94993|HR  7361|IDS 19190+6412 A|2MASS J19194613+6423269|N30 4290|PPM  21445|Renson 50400|ROT  2786|SAO  18287|SKY# 35910|TD1 24576|TIC 229972190|TYC 4225-2352-1|UBV   16419|UBV M  23730|uvby98 100182308|WDS J19198+6423A|WEB 16592|Gaia DR2 2254116317185810560|Gaia DR3 2254116317185810560,[],ChemPec*,Pe*,3.2462,2020yCat.1350....0G,,7,4,0,,2020MNRAS.496..832C,-17.46,B9pHgMn,D,1969AJ.....74..375C,1,HD182308
